cghr10_age,cghr10_title,icd10_code,icd10_range
neo,Neonatal infections,J17,J00-J22
neo,Neonatal infections,J18,J00-J22
neo,Neonatal infections,J19,J00-J22
neo,Neonatal infections,J20,J00-J22
neo,Neonatal infections,J21,J00-J22
neo,Neonatal infections,J22,J00-J22
neo,Other,J30,J30
neo,Other,J31,J31
neo,Neonatal infections,J32,J32
neo,Other,J33,J33-J35
neo,Other,J34,J33-J35
neo,Other,J35,J33-J35
neo,Neonatal infections,J36,J36
neo,Other,J37,J37-J47
neo,Other,J38,J37-J47
neo,Other,J39,J37-J47
neo,Other,J40,J37-J47
neo,Other,J41,J37-J47
neo,Other,J42,J37-J47
neo,Other,J43,J37-J47
neo,Other,J44,J37-J47
neo,Other,J45,J37-J47
neo,Other,J46,J37-J47
neo,Other,J47,J37-J47
neo,Other,J60,J60
neo,Other,J64,J64-J70
neo,Other,J65,J64-J70
neo,Other,J66,J64-J70
neo,Other,J67,J64-J70
neo,Other,J68,J64-J70
neo,Other,J69,J64-J70
neo,Other,J70,J64-J70
neo,Other,J80,J80-J82
neo,Other,J81,J80-J82
neo,Other,J82,J80-J82
neo,Other,J84,J84
neo,Neonatal infections,J85,J85-J86
neo,Neonatal infections,J86,J85-J86
neo,Other,J90,J90-J99
neo,Other,J91,J90-J99
neo,Other,J92,J90-J99
neo,Other,J93,J90-J99
neo,Other,J94,J90-J99
neo,Other,J95,J90-J99
neo,Other,J96,J90-J99
neo,Other,J97,J90-J99
neo,Other,J98,J90-J99
neo,Other,J99,J90-J99
neo,Other,K00,K00-K63
neo,Other,K01,K00-K63
neo,Other,K02,K00-K63
neo,Other,K03,K00-K63
neo,Other,K04,K00-K63
neo,Other,K05,K00-K63
neo,Other,K06,K00-K63
neo,Other,K07,K00-K63
neo,Other,K08,K00-K63
neo,Other,K09,K00-K63
neo,Other,K10,K00-K63
neo,Other,K11,K00-K63
neo,Other,K12,K00-K63
neo,Other,K13,K00-K63
neo,Other,K14,K00-K63
neo,Other,K15,K00-K63
neo,Other,K16,K00-K63
neo,Other,K17,K00-K63
neo,Other,K18,K00-K63
neo,Other,K19,K00-K63
neo,Other,K20,K00-K63
neo,Other,K21,K00-K63
neo,Other,K22,K00-K63
neo,Other,K23,K00-K63
neo,Other,K24,K00-K63
neo,Other,K25,K00-K63
neo,Other,K26,K00-K63
neo,Other,K27,K00-K63
neo,Other,K28,K00-K63
neo,Other,K29,K00-K63
neo,Other,K30,K00-K63
neo,Other,K31,K00-K63
neo,Other,K32,K00-K63
neo,Other,K33,K00-K63
neo,Other,K34,K00-K63
neo,Other,K35,K00-K63
neo,Other,K36,K00-K63
neo,Other,K37,K00-K63
neo,Other,K38,K00-K63
neo,Other,K39,K00-K63
neo,Other,K40,K00-K63
neo,Other,K41,K00-K63
neo,Other,K42,K00-K63
neo,Other,K43,K00-K63
neo,Other,K44,K00-K63
neo,Other,K45,K00-K63
neo,Other,K46,K00-K63
neo,Other,K47,K00-K63
neo,Other,K48,K00-K63
neo,Other,K49,K00-K63
neo,Other,K50,K00-K63
neo,Other,K51,K00-K63
neo,Other,K52,K00-K63
neo,Other,K53,K00-K63
neo,Other,K54,K00-K63
neo,Other,K55,K00-K63
neo,Other,K56,K00-K63
neo,Other,K57,K00-K63
neo,Other,K58,K00-K63
neo,Other,K59,K00-K63
neo,Other,K60,K00-K63
neo,Other,K61,K00-K63
neo,Other,K62,K00-K63
neo,Other,K63,K00-K63
neo,Neonatal infections,K65,K65
neo,Neonatal infections,K67,K67
neo,Other,K70,K70-K80
neo,Other,K71,K70-K80
neo,Other,K72,K70-K80
neo,Other,K73,K70-K80
neo,Other,K74,K70-K80
neo,Other,K75,K70-K80
neo,Other,K76,K70-K80
neo,Other,K77,K70-K80
neo,Other,K78,K70-K80
neo,Other,K79,K70-K80
neo,Other,K80,K70-K80
neo,Neonatal infections,K81,K81
neo,Other,K82,K82-K93
neo,Other,K83,K82-K93
neo,Other,K84,K82-K93
neo,Other,K85,K82-K93
neo,Other,K86,K82-K93
neo,Other,K87,K82-K93
neo,Other,K88,K82-K93
neo,Other,K89,K82-K93
neo,Other,K90,K82-K93
neo,Other,K91,K82-K93
neo,Other,K92,K82-K93
neo,Other,K93,K82-K93
neo,Neonatal infections,L00,L00-L04
neo,Neonatal infections,L01,L00-L04
neo,Neonatal infections,L02,L00-L04
neo,Neonatal infections,L03,L00-L04
neo,Neonatal infections,L04,L00-L04
neo,Other,L05,L05
neo,Neonatal infections,L08,L08
neo,Other,L10,L10-L99
neo,Other,L11,L10-L99
neo,Other,L12,L10-L99
neo,Other,L13,L10-L99
neo,Other,L14,L10-L99
neo,Other,L15,L10-L99
neo,Other,L16,L10-L99
neo,Other,L17,L10-L99
neo,Other,L18,L10-L99
neo,Other,L19,L10-L99
neo,Other,L20,L10-L99
neo,Other,L21,L10-L99
neo,Other,L22,L10-L99
neo,Other,L23,L10-L99
neo,Other,L24,L10-L99
neo,Other,L25,L10-L99
neo,Other,L26,L10-L99
neo,Other,L27,L10-L99
neo,Other,L28,L10-L99
neo,Other,L29,L10-L99
neo,Other,L30,L10-L99
neo,Other,L31,L10-L99
neo,Other,L32,L10-L99
neo,Other,L33,L10-L99
neo,Other,L34,L10-L99
neo,Other,L35,L10-L99
neo,Other,L36,L10-L99
neo,Other,L37,L10-L99
neo,Other,L38,L10-L99
neo,Other,L39,L10-L99
neo,Other,L40,L10-L99
neo,Other,L41,L10-L99
neo,Other,L42,L10-L99
neo,Other,L43,L10-L99
neo,Other,L44,L10-L99
neo,Other,L45,L10-L99
neo,Other,L46,L10-L99
neo,Other,L47,L10-L99
neo,Other,L48,L10-L99
neo,Other,L49,L10-L99
neo,Other,L50,L10-L99
neo,Other,L51,L10-L99
neo,Other,L52,L10-L99
neo,Other,L53,L10-L99
neo,Other,L54,L10-L99
neo,Other,L55,L10-L99
neo,Other,L56,L10-L99
neo,Other,L57,L10-L99
neo,Other,L58,L10-L99
neo,Other,L59,L10-L99
neo,Other,L60,L10-L99
neo,Other,L61,L10-L99
neo,Other,L62,L10-L99
neo,Other,L63,L10-L99
neo,Other,L64,L10-L99
neo,Other,L65,L10-L99
neo,Other,L66,L10-L99
neo,Other,L67,L10-L99
neo,Other,L68,L10-L99
neo,Other,L69,L10-L99
neo,Other,L70,L10-L99
neo,Other,L71,L10-L99
neo,Other,L72,L10-L99
neo,Other,L73,L10-L99
neo,Other,L74,L10-L99
neo,Other,L75,L10-L99
neo,Other,L76,L10-L99
neo,Other,L77,L10-L99
neo,Other,L78,L10-L99
neo,Other,L79,L10-L99
neo,Other,L80,L10-L99
neo,Other,L81,L10-L99
neo,Other,L82,L10-L99
neo,Other,L83,L10-L99
neo,Other,L84,L10-L99
neo,Other,L85,L10-L99
neo,Other,L86,L10-L99
neo,Other,L87,L10-L99
neo,Other,L88,L10-L99
neo,Other,L89,L10-L99
neo,Other,L90,L10-L99
neo,Other,L91,L10-L99
neo,Other,L92,L10-L99
neo,Other,L93,L10-L99
neo,Other,L94,L10-L99
neo,Other,L95,L10-L99
neo,Other,L96,L10-L99
neo,Other,L97,L10-L99
neo,Other,L98,L10-L99
neo,Other,L99,L10-L99
neo,Neonatal infections,M00,M00-M01
neo,Neonatal infections,M01,M00-M01
neo,Other,M02,M02-M54
neo,Other,M03,M02-M54
neo,Other,M04,M02-M54
neo,Other,M05,M02-M54
neo,Other,M06,M02-M54
neo,Other,M07,M02-M54
neo,Other,M08,M02-M54
neo,Other,M09,M02-M54
neo,Other,M10,M02-M54
neo,Other,M11,M02-M54
neo,Other,M12,M02-M54
neo,Other,M13,M02-M54
neo,Other,M14,M02-M54
neo,Other,M15,M02-M54
neo,Other,M16,M02-M54
neo,Other,M17,M02-M54
neo,Other,M18,M02-M54
neo,Other,M19,M02-M54
neo,Other,M20,M02-M54
neo,Other,M21,M02-M54
neo,Other,M22,M02-M54
neo,Other,M23,M02-M54
neo,Other,M24,M02-M54
neo,Other,M25,M02-M54
neo,Other,M26,M02-M54
neo,Other,M27,M02-M54
neo,Other,M28,M02-M54
neo,Other,M29,M02-M54
neo,Other,M30,M02-M54
neo,Other,M31,M02-M54
neo,Other,M32,M02-M54
neo,Other,M33,M02-M54
neo,Other,M34,M02-M54
neo,Other,M35,M02-M54
neo,Other,M36,M02-M54
neo,Other,M37,M02-M54
neo,Other,M38,M02-M54
neo,Other,M39,M02-M54
neo,Other,M40,M02-M54
neo,Other,M41,M02-M54
neo,Other,M42,M02-M54
neo,Other,M43,M02-M54
neo,Other,M44,M02-M54
neo,Other,M45,M02-M54
neo,Other,M46,M02-M54
neo,Other,M47,M02-M54
neo,Other,M48,M02-M54
neo,Other,M49,M02-M54
neo,Other,M50,M02-M54
neo,Other,M51,M02-M54
neo,Other,M52,M02-M54
neo,Other,M53,M02-M54
neo,Other,M54,M02-M54
neo,Neonatal infections,M60,M60
neo,Other,M61,M61-M85
neo,Other,M62,M61-M85
neo,Other,M63,M61-M85
neo,Other,M64,M61-M85
neo,Other,M65,M61-M85
neo,Other,M66,M61-M85
neo,Other,M67,M61-M85
neo,Other,M68,M61-M85
neo,Other,M69,M61-M85
neo,Other,M70,M61-M85
neo,Other,M71,M61-M85
neo,Other,M72,M61-M85
neo,Other,M73,M61-M85
neo,Other,M74,M61-M85
neo,Other,M75,M61-M85
neo,Other,M76,M61-M85
neo,Other,M77,M61-M85
neo,Other,M78,M61-M85
neo,Other,M79,M61-M85
neo,Other,M80,M61-M85
neo,Other,M81,M61-M85
neo,Other,M82,M61-M85
neo,Other,M83,M61-M85
neo,Other,M84,M61-M85
neo,Other,M85,M61-M85
neo,Neonatal infections,M86,M86
neo,Other,M87,M87-M99
neo,Other,M88,M87-M99
neo,Other,M89,M87-M99
neo,Other,M90,M87-M99
neo,Other,M91,M87-M99
neo,Other,M92,M87-M99
neo,Other,M93,M87-M99
neo,Other,M94,M87-M99
neo,Other,M95,M87-M99
neo,Other,M96,M87-M99
neo,Other,M97,M87-M99
neo,Other,M98,M87-M99
neo,Other,M99,M87-M99
neo,Other,N00,N00-N08
neo,Other,N01,N00-N08
neo,Other,N02,N00-N08
neo,Other,N03,N00-N08
neo,Other,N04,N00-N08
neo,Other,N05,N00-N08
neo,Other,N06,N00-N08
neo,Other,N07,N00-N08
neo,Other,N08,N00-N08
neo,Neonatal infections,N10,N10
neo,Other,N11,N11-N29
neo,Other,N12,N11-N29
neo,Other,N13,N11-N29
neo,Other,N14,N11-N29
neo,Other,N15,N11-N29
neo,Other,N16,N11-N29
neo,Other,N17,N11-N29
neo,Other,N18,N11-N29
neo,Other,N19,N11-N29
neo,Other,N20,N11-N29
neo,Other,N21,N11-N29
neo,Other,N22,N11-N29
neo,Other,N23,N11-N29
neo,Other,N24,N11-N29
neo,Other,N25,N11-N29
neo,Other,N26,N11-N29
neo,Other,N27,N11-N29
neo,Other,N28,N11-N29
neo,Other,N29,N11-N29
neo,Neonatal infections,N30,N30
neo,Other,N31,N31-N33
neo,Other,N32,N31-N33
neo,Other,N33,N31-N33
neo,Neonatal infections,N34,N34
neo,Other,N35,N35-N40
neo,Other,N36,N35-N40
neo,Other,N37,N35-N40
neo,Other,N38,N35-N40
neo,Other,N39,N35-N40
neo,Other,N40,N35-N40
neo,Neonatal infections,N41,N41
neo,Other,N42,N42-N48
neo,Other,N43,N42-N48
neo,Other,N44,N42-N48
neo,Other,N45,N42-N48
neo,Other,N46,N42-N48
neo,Other,N47,N42-N48
neo,Other,N48,N42-N48
neo,Neonatal infections,N49,N49
neo,Other,N50,N50-N51
neo,Other,N51,N50-N51
neo,Other,N60,N60
neo,Neonatal infections,N61,N61
neo,Other,N62,N62-N64
neo,Other,N63,N62-N64
neo,Other,N64,N62-N64
neo,Other,N70,N70-N99
neo,Other,N71,N70-N99
neo,Other,N72,N70-N99
neo,Other,N73,N70-N99
neo,Other,N74,N70-N99
neo,Other,N75,N70-N99
neo,Other,N76,N70-N99
neo,Other,N77,N70-N99
neo,Other,N78,N70-N99
neo,Other,N79,N70-N99
neo,Other,N80,N70-N99
neo,Other,N81,N70-N99
neo,Other,N82,N70-N99
neo,Other,N83,N70-N99
neo,Other,N84,N70-N99
neo,Other,N85,N70-N99
neo,Other,N86,N70-N99
neo,Other,N87,N70-N99
neo,Other,N88,N70-N99
neo,Other,N89,N70-N99
neo,Other,N90,N70-N99
neo,Other,N91,N70-N99
neo,Other,N92,N70-N99
neo,Other,N93,N70-N99
neo,Other,N94,N70-N99
neo,Other,N95,N70-N99
neo,Other,N96,N70-N99
neo,Other,N97,N70-N99
neo,Other,N98,N70-N99
neo,Other,N99,N70-N99
neo,Prematurity and low birthweight,O60,O60
neo,Neonatal infections,O85,O85
neo,Birth asphyxia and birth trauma,P00,P00
neo,Prematurity and low birthweight,P01,P01
neo,Birth asphyxia and birth trauma,P02,P02-P03
neo,Birth asphyxia and birth trauma,P03,P02-P03
neo,Other,P04,P04
neo,Prematurity and low birthweight,P05,P05
neo,Prematurity and low birthweight,P07,P07
neo,Other,P08,P08
neo,Birth asphyxia and birth trauma,P10,P10-P15
neo,Birth asphyxia and birth trauma,P11,P10-P15
neo,Birth asphyxia and birth trauma,P12,P10-P15
neo,Birth asphyxia and birth trauma,P13,P10-P15
neo,Birth asphyxia and birth trauma,P14,P10-P15
neo,Birth asphyxia and birth trauma,P15,P10-P15
neo,Birth asphyxia and birth trauma,P20,P20-P21
neo,Birth asphyxia and birth trauma,P21,P20-P21
neo,Prematurity and low birthweight,P22,P22
neo,Neonatal infections,P23,P23
neo,Birth asphyxia and birth trauma,P24,P24
neo,Prematurity and low birthweight,P25,P25-P28
neo,Prematurity and low birthweight,P26,P25-P28
neo,Prematurity and low birthweight,P27,P25-P28
neo,Prematurity and low birthweight,P28,P25-P28
neo,Birth asphyxia and birth trauma,P29,P29
neo,Neonatal infections,P35,P35-P39
neo,Neonatal infections,P36,P35-P39
neo,Neonatal infections,P37,P35-P39
neo,Neonatal infections,P38,P35-P39
neo,Neonatal infections,P39,P35-P39
neo,Birth asphyxia and birth trauma,P50,P50-P51
neo,Birth asphyxia and birth trauma,P51,P50-P51
neo,Prematurity and low birthweight,P52,P52
neo,Other,P53,P53-P57
neo,Other,P54,P53-P57
neo,Other,P55,P53-P57
neo,Other,P56,P53-P57
neo,Other,P57,P53-P57
neo,Neonatal infections,P58,P58-P59
neo,Neonatal infections,P59,P58-P59
neo,Other,P60,P60
neo,Prematurity and low birthweight,P61,P61
neo,Neonatal infections,P63,P63
neo,Other,P70,P70-P72
neo,Other,P71,P70-P72
neo,Other,P72,P70-P72
neo,Other,P74,P74-P76
neo,Other,P75,P74-P76
neo,Other,P76,P74-P76
neo,Prematurity and low birthweight,P77,P77
neo,Other,P78,P78
neo,Prematurity and low birthweight,P80,P80
neo,Other,P81,P81-P83
neo,Other,P82,P81-P83
neo,Other,P83,P81-P83
neo,Birth asphyxia and birth trauma,P90,P90-P91
neo,Birth asphyxia and birth trauma,P91,P90-P91
neo,Prematurity and low birthweight,P92,P92
neo,Other,P93,P93-P94
neo,Other,P94,P93-P94
neo,Stillbirth,P95,P95
neo,Ill-defined,P96,P96
neo,Congenital anomalies,Q00,Q00-Q99
neo,Congenital anomalies,Q01,Q00-Q99
neo,Congenital anomalies,Q02,Q00-Q99
neo,Congenital anomalies,Q03,Q00-Q99
neo,Congenital anomalies,Q04,Q00-Q99
neo,Congenital anomalies,Q05,Q00-Q99
neo,Congenital anomalies,Q06,Q00-Q99
neo,Congenital anomalies,Q07,Q00-Q99
neo,Congenital anomalies,Q08,Q00-Q99
neo,Congenital anomalies,Q09,Q00-Q99
neo,Congenital anomalies,Q10,Q00-Q99
neo,Congenital anomalies,Q11,Q00-Q99
neo,Congenital anomalies,Q12,Q00-Q99
neo,Congenital anomalies,Q13,Q00-Q99
neo,Congenital anomalies,Q14,Q00-Q99
neo,Congenital anomalies,Q15,Q00-Q99
neo,Congenital anomalies,Q16,Q00-Q99
neo,Congenital anomalies,Q17,Q00-Q99
neo,Congenital anomalies,Q18,Q00-Q99
neo,Congenital anomalies,Q19,Q00-Q99
neo,Congenital anomalies,Q20,Q00-Q99
neo,Congenital anomalies,Q21,Q00-Q99
neo,Congenital anomalies,Q22,Q00-Q99
neo,Congenital anomalies,Q23,Q00-Q99
neo,Congenital anomalies,Q24,Q00-Q99
neo,Congenital anomalies,Q25,Q00-Q99
neo,Congenital anomalies,Q26,Q00-Q99
neo,Congenital anomalies,Q27,Q00-Q99
neo,Congenital anomalies,Q28,Q00-Q99
neo,Congenital anomalies,Q29,Q00-Q99
neo,Congenital anomalies,Q30,Q00-Q99
neo,Congenital anomalies,Q31,Q00-Q99
neo,Congenital anomalies,Q32,Q00-Q99
neo,Congenital anomalies,Q33,Q00-Q99
neo,Congenital anomalies,Q34,Q00-Q99
neo,Congenital anomalies,Q35,Q00-Q99
neo,Congenital anomalies,Q36,Q00-Q99
neo,Congenital anomalies,Q37,Q00-Q99
neo,Congenital anomalies,Q38,Q00-Q99
neo,Congenital anomalies,Q39,Q00-Q99
neo,Congenital anomalies,Q40,Q00-Q99
neo,Congenital anomalies,Q41,Q00-Q99
neo,Congenital anomalies,Q42,Q00-Q99
neo,Congenital anomalies,Q43,Q00-Q99
neo,Congenital anomalies,Q44,Q00-Q99
neo,Congenital anomalies,Q45,Q00-Q99
neo,Congenital anomalies,Q46,Q00-Q99
neo,Congenital anomalies,Q47,Q00-Q99
neo,Congenital anomalies,Q48,Q00-Q99
neo,Congenital anomalies,Q49,Q00-Q99
neo,Congenital anomalies,Q50,Q00-Q99
neo,Congenital anomalies,Q51,Q00-Q99
neo,Congenital anomalies,Q52,Q00-Q99
neo,Congenital anomalies,Q53,Q00-Q99
neo,Congenital anomalies,Q54,Q00-Q99
neo,Congenital anomalies,Q55,Q00-Q99
neo,Congenital anomalies,Q56,Q00-Q99
neo,Congenital anomalies,Q57,Q00-Q99
neo,Congenital anomalies,Q58,Q00-Q99
neo,Congenital anomalies,Q59,Q00-Q99
neo,Congenital anomalies,Q60,Q00-Q99
neo,Congenital anomalies,Q61,Q00-Q99
neo,Congenital anomalies,Q62,Q00-Q99
neo,Congenital anomalies,Q63,Q00-Q99
neo,Congenital anomalies,Q64,Q00-Q99
neo,Congenital anomalies,Q65,Q00-Q99
neo,Congenital anomalies,Q66,Q00-Q99
neo,Congenital anomalies,Q67,Q00-Q99
neo,Congenital anomalies,Q68,Q00-Q99
neo,Congenital anomalies,Q69,Q00-Q99
neo,Congenital anomalies,Q70,Q00-Q99
neo,Congenital anomalies,Q71,Q00-Q99
neo,Congenital anomalies,Q72,Q00-Q99
neo,Congenital anomalies,Q73,Q00-Q99
neo,Congenital anomalies,Q74,Q00-Q99
neo,Congenital anomalies,Q75,Q00-Q99
neo,Congenital anomalies,Q76,Q00-Q99
neo,Congenital anomalies,Q77,Q00-Q99
neo,Congenital anomalies,Q78,Q00-Q99
neo,Congenital anomalies,Q79,Q00-Q99
neo,Congenital anomalies,Q80,Q00-Q99
neo,Congenital anomalies,Q81,Q00-Q99
neo,Congenital anomalies,Q82,Q00-Q99
neo,Congenital anomalies,Q83,Q00-Q99
neo,Congenital anomalies,Q84,Q00-Q99
neo,Congenital anomalies,Q85,Q00-Q99
neo,Congenital anomalies,Q86,Q00-Q99
neo,Congenital anomalies,Q87,Q00-Q99
neo,Congenital anomalies,Q88,Q00-Q99
neo,Congenital anomalies,Q89,Q00-Q99
neo,Congenital anomalies,Q90,Q00-Q99
neo,Congenital anomalies,Q91,Q00-Q99
neo,Congenital anomalies,Q92,Q00-Q99
neo,Congenital anomalies,Q93,Q00-Q99
neo,Congenital anomalies,Q94,Q00-Q99
neo,Congenital anomalies,Q95,Q00-Q99
neo,Congenital anomalies,Q96,Q00-Q99
neo,Congenital anomalies,Q97,Q00-Q99
neo,Congenital anomalies,Q98,Q00-Q99
neo,Congenital anomalies,Q99,Q00-Q99
neo,Other,R00,R00-R01
neo,Other,R01,R00-R01
neo,Ill-defined,R02,R02
neo,Other,R03,R03-R05
neo,Prematurity and low birthweight,R04,R04
neo,Other,R04,R03-R05
neo,Other,R05,R03-R05
neo,Birth asphyxia and birth trauma,R06,R06
neo,Ill-defined,R07,R07
neo,Ill-defined,R09,R09-R10
neo,Ill-defined,R10,R09-R10
neo,Other,R11,R11-R23
neo,Other,R12,R11-R23
neo,Other,R13,R11-R23
neo,Other,R14,R11-R23
neo,Other,R15,R11-R23
neo,Other,R16,R11-R23
neo,Other,R17,R11-R23
neo,Other,R18,R11-R23
neo,Other,R19,R11-R23
neo,Other,R20,R11-R23
neo,Other,R21,R11-R23
neo,Other,R22,R11-R23
neo,Other,R23,R11-R23
neo,Ill-defined,R25,R25
neo,Other,R26,R26-R27
neo,Other,R27,R26-R27
neo,Other,R29,R29-R36
neo,Other,R30,R29-R36
neo,Other,R31,R29-R36
neo,Other,R32,R29-R36
neo,Other,R33,R29-R36
neo,Other,R34,R29-R36
neo,Other,R35,R29-R36
neo,Other,R36,R29-R36
neo,Other,R39,R39-R50
neo,Other,R40,R39-R50
neo,Other,R41,R39-R50
neo,Other,R42,R39-R50
neo,Other,R43,R39-R50
neo,Other,R44,R39-R50
neo,Other,R45,R39-R50
neo,Other,R46,R39-R50
neo,Other,R47,R39-R50
neo,Other,R48,R39-R50
neo,Other,R49,R39-R50
neo,Other,R50,R39-R50
neo,Ill-defined,R51,R51-R54
neo,Ill-defined,R52,R51-R54
neo,Ill-defined,R53,R51-R54
neo,Ill-defined,R54,R51-R54
neo,Other,R55,R55-R56
neo,Other,R56,R55-R56
neo,Ill-defined,R57,R57-R58
neo,Ill-defined,R58,R57-R58
neo,Other,R59,R59
neo,Ill-defined,R60,R60-R62
neo,Ill-defined,R61,R60-R62
neo,Ill-defined,R62,R60-R62
neo,Other,R63,R63
neo,Ill-defined,R64,R64
neo,Ill-defined,R68,R68-R69
neo,Ill-defined,R69,R68-R69
neo,Other,R70,R70-R77
neo,Other,R71,R70-R77
neo,Other,R72,R70-R77
neo,Other,R73,R70-R77
neo,Other,R74,R70-R77
neo,Other,R75,R70-R77
neo,Other,R76,R70-R77
neo,Other,R77,R70-R77
neo,Ill-defined,R78,R78-R79
neo,Ill-defined,R79,R78-R79
neo,Other,R80,R80-R82
neo,Other,R81,R80-R82
neo,Other,R82,R80-R82
neo,Ill-defined,R83,R83
neo,Other,R84,R84-R87
neo,Other,R85,R84-R87
neo,Other,R86,R84-R87
neo,Other,R87,R84-R87
neo,Ill-defined,R89,R89
neo,Other,R90,R90-R91
neo,Other,R91,R90-R91
neo,Ill-defined,R92,R92-R99
neo,Ill-defined,R93,R92-R99
neo,Ill-defined,R94,R92-R99
neo,Ill-defined,R95,R92-R99
neo,Ill-defined,R96,R92-R99
neo,Ill-defined,R97,R92-R99
neo,Ill-defined,R98,R92-R99
neo,Ill-defined,R99,R92-R99
neo,Other,S00,S00-S99
neo,Other,S01,S00-S99
neo,Other,S02,S00-S99
neo,Other,S03,S00-S99
neo,Other,S04,S00-S99
neo,Other,S05,S00-S99
neo,Other,S06,S00-S99
neo,Other,S07,S00-S99
neo,Other,S08,S00-S99
neo,Other,S09,S00-S99
neo,Other,S10,S00-S99
neo,Other,S11,S00-S99
neo,Other,S12,S00-S99
neo,Other,S13,S00-S99
neo,Other,S14,S00-S99
neo,Other,S15,S00-S99
neo,Other,S16,S00-S99
neo,Other,S17,S00-S99
neo,Other,S18,S00-S99
neo,Other,S19,S00-S99
neo,Other,S20,S00-S99
neo,Other,S21,S00-S99
neo,Other,S22,S00-S99
neo,Other,S23,S00-S99
neo,Other,S24,S00-S99
neo,Other,S25,S00-S99
neo,Other,S26,S00-S99
neo,Other,S27,S00-S99
neo,Other,S28,S00-S99
neo,Other,S29,S00-S99
neo,Other,S30,S00-S99
neo,Other,S31,S00-S99
neo,Other,S32,S00-S99
neo,Other,S33,S00-S99
neo,Other,S34,S00-S99
neo,Other,S35,S00-S99
neo,Other,S36,S00-S99
neo,Other,S37,S00-S99
neo,Other,S38,S00-S99
neo,Other,S39,S00-S99
neo,Other,S40,S00-S99
neo,Other,S41,S00-S99
neo,Other,S42,S00-S99
neo,Other,S43,S00-S99
neo,Other,S44,S00-S99
neo,Other,S45,S00-S99
neo,Other,S46,S00-S99
neo,Other,S47,S00-S99
neo,Other,S48,S00-S99
neo,Other,S49,S00-S99
neo,Other,S50,S00-S99
neo,Other,S51,S00-S99
neo,Other,S52,S00-S99
neo,Other,S53,S00-S99
neo,Other,S54,S00-S99
neo,Other,S55,S00-S99
neo,Other,S56,S00-S99
neo,Other,S57,S00-S99
neo,Other,S58,S00-S99
neo,Other,S59,S00-S99
neo,Other,S60,S00-S99
neo,Other,S61,S00-S99
neo,Other,S62,S00-S99
neo,Other,S63,S00-S99
neo,Other,S64,S00-S99
neo,Other,S65,S00-S99
neo,Other,S66,S00-S99
neo,Other,S67,S00-S99
neo,Other,S68,S00-S99
neo,Other,S69,S00-S99
neo,Other,S70,S00-S99
neo,Other,S71,S00-S99
neo,Other,S72,S00-S99
neo,Other,S73,S00-S99
neo,Other,S74,S00-S99
neo,Other,S75,S00-S99
neo,Other,S76,S00-S99
neo,Other,S77,S00-S99
neo,Other,S78,S00-S99
neo,Other,S79,S00-S99
neo,Other,S80,S00-S99
neo,Other,S81,S00-S99
neo,Other,S82,S00-S99
neo,Other,S83,S00-S99
neo,Other,S84,S00-S99
neo,Other,S85,S00-S99
neo,Other,S86,S00-S99
neo,Other,S87,S00-S99
neo,Other,S88,S00-S99
neo,Other,S89,S00-S99
neo,Other,S90,S00-S99
neo,Other,S91,S00-S99
neo,Other,S92,S00-S99
neo,Other,S93,S00-S99
neo,Other,S94,S00-S99
neo,Other,S95,S00-S99
neo,Other,S96,S00-S99
neo,Other,S97,S00-S99
neo,Other,S98,S00-S99
neo,Other,S99,S00-S99
neo,Other,T00,T00-T98
neo,Other,T01,T00-T98
neo,Other,T02,T00-T98
neo,Other,T03,T00-T98
neo,Other,T04,T00-T98
neo,Other,T05,T00-T98
neo,Other,T06,T00-T98
neo,Other,T07,T00-T98
neo,Other,T08,T00-T98
neo,Other,T09,T00-T98
neo,Other,T10,T00-T98
neo,Other,T11,T00-T98
neo,Other,T12,T00-T98
neo,Other,T13,T00-T98
neo,Other,T14,T00-T98
neo,Other,T15,T00-T98
neo,Other,T16,T00-T98
neo,Other,T17,T00-T98
neo,Other,T18,T00-T98
neo,Other,T19,T00-T98
neo,Other,T20,T00-T98
neo,Other,T21,T00-T98
neo,Other,T22,T00-T98
neo,Other,T23,T00-T98
neo,Other,T24,T00-T98
neo,Other,T25,T00-T98
neo,Other,T26,T00-T98
neo,Other,T27,T00-T98
neo,Other,T28,T00-T98
neo,Other,T29,T00-T98
neo,Other,T30,T00-T98
neo,Other,T31,T00-T98
neo,Other,T32,T00-T98
neo,Other,T33,T00-T98
neo,Other,T34,T00-T98
neo,Other,T35,T00-T98
neo,Other,T36,T00-T98
neo,Other,T37,T00-T98
neo,Other,T38,T00-T98
neo,Other,T39,T00-T98
neo,Other,T40,T00-T98
neo,Other,T41,T00-T98
neo,Other,T42,T00-T98
neo,Other,T43,T00-T98
neo,Other,T44,T00-T98
neo,Other,T45,T00-T98
neo,Other,T46,T00-T98
neo,Other,T47,T00-T98
neo,Other,T48,T00-T98
neo,Other,T49,T00-T98
neo,Other,T50,T00-T98
neo,Other,T51,T00-T98
neo,Other,T52,T00-T98
neo,Other,T53,T00-T98
neo,Other,T54,T00-T98
neo,Other,T55,T00-T98
neo,Other,T56,T00-T98
neo,Other,T57,T00-T98
neo,Other,T58,T00-T98
neo,Other,T59,T00-T98
neo,Other,T60,T00-T98
neo,Other,T61,T00-T98
neo,Other,T62,T00-T98
neo,Other,T63,T00-T98
neo,Other,T64,T00-T98
neo,Other,T65,T00-T98
