wbd10_age,wbd10_kind,wbd10_kind_depth,wbd10_codex4,wbd10_codex2,wbd10_code,wbd10_codex4_title,wbd10_codex2_title,wbd10_title,icd10_range,icd10_code
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q25
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q26
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q27
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q28
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q29
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q30
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q31
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q32
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q33
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q34
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q35
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q36
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q37
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q38
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q39
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q40
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q41
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q42
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q43
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q44
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q45
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q46
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q47
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q48
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q49
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q50
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q51
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q52
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q53
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q54
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q55
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q56
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q57
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q58
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q59
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q60
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q61
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q62
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q63
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q64
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q65
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q66
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q67
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q68
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q69
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q70
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q71
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q72
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q73
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q74
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q75
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q76
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q77
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q78
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q79
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q80
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q81
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q82
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q83
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q84
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q85
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q86
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q87
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q88
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q89
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q90
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q91
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q92
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q93
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q94
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q95
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q96
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q97
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q98
neo,codex,3,1,1D,1D01,"Communicable, perinatal and nutritional conditions",Other conditions,Congenital anomalies,"G10-G99,Q00-Q99",Q99
adult,codex,3,2,2D,2D01,Noncommunicable diseases,Neuro-psychiatric conditions,Epilepsy,"G40-G41,R56",G40
adult,codex,3,2,2D,2D01,Noncommunicable diseases,Neuro-psychiatric conditions,Epilepsy,"G40-G41,R56",G41
adult,codex,3,2,2D,2D01,Noncommunicable diseases,Neuro-psychiatric conditions,Epilepsy,"G40-G41,R56",R56
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H00
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H01
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H02
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H03
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H04
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H05
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H06
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H11
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H12
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H13
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H14
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H15
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H16
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H17
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H18
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H19
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H20
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H21
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H22
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H23
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H24
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H25
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H26
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H27
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H28
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H29
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H30
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H31
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H32
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H33
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H34
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H35
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H36
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H37
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H38
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H39
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H40
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H41
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H42
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H43
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H44
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H45
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H46
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H47
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H48
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H49
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H50
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H51
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H52
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H53
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H54
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H55
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H56
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H57
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H58
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H59
adult,codex,3,2,2F,2F03,Noncommunicable diseases,"Skin, Musculoskeletal, Sensse Organ, Oral disorders",Sense organ disorders,"H00-H06,H11-H59,H61-H62,H69,H72-H95",H61
